label,meanSVMAcc,meanXAcc,meanYAcc,meanZAcc,maxSVMAcc,maxXAcc,maxYAcc,maxZAcc,minSVMAcc,minXAcc,minYAcc,minZAcc,stdSVMAcc,stdXAcc,stdYAcc,stdZAcc,meanPeak
1,20.866,382.04,-3.4897,-134.21,32.646,693.2,67.557,29.709,1.3547,45.964,-91.231,-337.4,7.3583,215.58,46.725,115.66,26.392
1,17.104,238.15,38.432,-87.296,38.246,746.62,168.93,65.984,0,-88.497,-189.59,-317.15,14.792,295.11,107.15,93.508,35.446
1,23.486,409.64,55.555,-98.453,42.392,1021.4,121.74,-12.184,0,-175.19,-24.734,-184.85,15.921,410.82,43.626,47.046,37.845
1,16.583,277.37,8.265,-48.336,45.327,980.47,178.34,132.38,0,-36.59,-114.85,-205.59,16.606,320.18,86.333,92.859,41.588
1,21.711,382.27,40.486,-110.19,45.905,898.17,239.73,-62.44,0,57.211,-107.78,-159.68,12.619,223.92,81.269,26.009,39.949
1,23.489,393.31,59.61,-66.047,47.476,888.02,169.63,71.589,0,-23.195,-47.873,-182.96,17.418,324.44,61.87,70.37,45.47
1,20.219,354.84,39.469,-131.92,38.905,818.17,116.41,-15.689,0,-16.799,-35.564,-239.94,11.41,266.38,41.842,63.433,35.591
1,20.436,418.52,-34.688,-123.86,39.184,873.22,93.801,-31.351,0,-111.17,-163.83,-248.96,12.834,321.37,64.822,63.558,31.174
1,17.487,284.11,-1.8447,-44.729,42.925,1000.3,120.47,67.226,0,-77.034,-133.59,-199.82,14.864,355.36,72.812,81.092,39.166
1,16.349,282.51,-13.169,-46.39,41.611,1046.7,61.807,137.33,0,-145.26,-136.11,-182.72,16.81,393.14,59.487,81.206,39.968
1,26.73,466.3,-1.4106,-42.808,48.399,1169.4,154.72,86.037,1.6858,93.931,-158.03,-137.18,11.476,302.37,88.006,59.892,43.916
1,21.991,331.45,-16.666,-36.364,35.009,533.48,55.303,72.576,9.4769,203.51,-60.494,-102.35,8.6244,116.99,36.861,52.264,29.87
1,26.129,398.9,-37.438,70.674,45.553,1030.9,52.131,186.34,0,-66.057,-167.32,-36.643,13.898,330.51,62.034,63.325,42.924
1,21.691,361.53,26.724,-100.18,39.157,757.34,101.73,-2.4784,4.5469,48.759,-48.491,-197.14,10.359,236.86,46.333,53.543,36.297
1,14.033,255.69,25.318,-160.01,23.534,659.26,146.89,-21.619,0,-63.843,-169.75,-355.34,7.0864,260.48,95.812,117.35,22.577
